recipe_id,name,category,cuisine,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,calories_per_serving,rating,ingredients,instructions,author,date_created,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,is_full_meal,is_lunch,is_dinner,is_sweet
234,Traditional Mediterranean Snack,Snack,Mediterranean,Baking,Medium,51,51,102,11,768,4.1,"garlic, oil, pasta, rice, chicken, fish, beef, vegetables, carrots, lemon, potatoes, onions",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Dr. Roy Anderson,2025-06-29,False,True,True,False,False,False,False,True
235,Homestyle Japanese Snack,Snack,Japanese,Sautéing,Hard,12,138,150,6,280,4.8,"onion, vegetables, pasta, beef, chicken, rice, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Emily Taylor,2025-03-09,True,False,True,True,False,False,True,False
236,Authentic French Salad,Salad,French,Grilling,Easy,31,48,79,11,775,3.5,"garlic, pepper, lettuce, cheese, cucumbers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tracy Banks,2024-05-02,True,True,True,True,False,True,True,False
237,Japanese Appetizer,Appetizer,Japanese,Microwaving,Easy,15,63,78,10,191,3.2,"pepper, cheese, dips, nuts, olives",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,James Rodriguez,2024-04-20,False,False,False,False,False,True,True,False
238,Homestyle Italian Main Course,Main Course,Italian,Steaming,Easy,11,79,90,6,217,3.4,"butter, onion, oil, pasta, vegetables, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Boil water and cook pasta according to package directions. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Michael Reese,2025-05-30,False,True,False,False,False,True,True,False
239,Mexican Breakfast,Breakfast,Mexican,Raw,Medium,24,147,171,7,786,4.9,"pepper, oil, eggs, toast, bacon, fruits, milk, cereal, mushrooms, potatoes, lime, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Todd Gonzalez,2025-02-24,True,False,False,True,True,True,False,False
240,Homestyle American Main Course,Main Course,American,Frying,Easy,41,92,133,10,512,4.6,"pepper, garlic, rice, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kathleen Brewer,2023-12-16,True,False,False,True,True,True,True,False
241,Authentic Italian Breakfast,Breakfast,Italian,Slow Cooking,Medium,45,87,132,8,493,4.6,"garlic, pepper, fruits, toast, bacon, milk, eggs, cereal",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Stacey Hall,2025-01-07,True,True,True,True,False,False,False,False
242,Homestyle Korean Dinner,Dinner,Korean,Grilling,Hard,50,121,171,7,664,3.6,"oil, salt, pepper, pasta, fish, vegetables, beef, chicken, rice, tomatoes, onions, carrots",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Ashley Neal,2024-07-29,True,True,False,True,True,False,True,False
243,Classic Thai Dessert,Dessert,Thai,Slow Cooking,Easy,7,149,156,9,439,3.3,"onion, garlic, fruits, eggs, sugar, cream, chocolate, flour",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Mary Williams,2023-11-06,False,True,False,False,True,True,False,True
244,Classic Vietnamese Snack,Snack,Vietnamese,Steaming,Medium,42,11,53,4,488,4.3,"onion, oil, pasta, vegetables, rice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Amy Howell,2025-05-31,True,True,True,True,False,True,True,False
245,Traditional Thai Dessert,Dessert,Thai,Raw,Easy,39,145,184,4,284,3.9,"garlic, butter, salt",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Susan Soto,2024-07-09,True,True,False,False,True,False,True,True
246,Traditional Thai Dessert,Dessert,Thai,Roasting,Hard,29,69,98,12,277,3.2,"oil, garlic, eggs, fruits, sugar, flour, cream",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Paula Brown,2024-04-01,True,False,True,True,True,True,False,True
247,Spanish Dessert,Dessert,Spanish,Boiling,Easy,45,116,161,2,490,3.0,"butter, eggs, fruits, cream",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Paige Robinson,2024-11-12,True,True,False,False,True,True,True,True
248,Classic Chinese Dinner,Dinner,Chinese,Boiling,Medium,11,31,42,6,790,3.0,"garlic, pasta, beef, fish, vegetables, rice, chicken, bell peppers, mushrooms, tomatoes, herbs, potatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kathleen Burns,2024-01-05,True,False,True,False,False,False,True,False
249,Korean Soup,Soup,Korean,Microwaving,Medium,40,21,61,11,645,3.2,"oil, salt, onion, beans, herbs, broth, grains",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tyler Lowe,2025-08-01,True,True,False,True,False,True,True,False
250,Classic American Main Course,Main Course,American,Grilling,Medium,32,46,78,7,300,4.4,"salt, fish, beef, vegetables, rice, pasta, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Pamela Long,2023-11-30,False,False,True,False,False,True,True,True
251,Authentic Indian Main Course,Main Course,Indian,Microwaving,Hard,26,54,80,11,325,3.7,"oil, butter, salt, vegetables, rice, fish, pasta, chicken, beef",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Timothy Jones,2024-08-08,True,True,False,True,True,True,True,False
252,Authentic Mexican Main Course,Main Course,Mexican,Microwaving,Hard,53,150,203,12,234,4.4,"pepper, oil, rice, pasta, beef, vegetables, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Rose Mathews,2025-01-25,False,False,True,True,False,True,True,False
253,Authentic Thai Dessert,Dessert,Thai,Raw,Medium,50,152,202,8,490,4.7,"garlic, salt, pepper, eggs, fruits, sugar, flour, cream, chocolate, onions, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tonya Hill,2024-12-26,True,False,False,True,False,False,True,True
254,Homestyle Middle Eastern Snack,Snack,Middle Eastern,Roasting,Medium,45,32,77,4,463,3.8,"garlic, beef, rice, fish, vegetables, pasta, chicken, tomatoes, spinach, mushrooms, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Sarah Richmond,2024-10-22,False,False,False,True,False,True,False,True
255,Homestyle Chinese Beverage,Beverage,Chinese,Steaming,Medium,25,88,113,3,413,3.7,"onion, water, coffee, alcohol",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,David Patterson,2024-06-26,False,True,True,True,False,False,False,False
256,Homestyle Middle Eastern Beverage,Beverage,Middle Eastern,Roasting,Medium,37,53,90,7,591,3.7,"salt, oil, garlic, juice, coffee",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Timothy Zamora,2024-08-26,True,False,False,True,False,False,False,False
257,Classic French Appetizer,Appetizer,French,Steaming,Hard,23,103,126,9,500,4.3,"garlic, nuts, bread, dips, crackers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Francisco Johnson,2024-12-24,True,True,True,False,False,True,True,False
258,Greek Breakfast,Breakfast,Greek,Steaming,Easy,12,165,177,4,628,4.7,"onion, garlic, oil, toast, eggs, bacon, milk, fruits, cereal, mushrooms, herbs, spinach",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Sophia Davis,2024-11-15,False,False,False,True,True,False,True,True
259,Homestyle Greek Snack,Snack,Greek,Roasting,Hard,24,59,83,8,702,3.7,"oil, salt, butter, rice, fish, beef, chicken, pasta, vegetables, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Sierra Ellison,2024-08-01,True,False,False,True,False,False,True,False
260,Classic French Main Course,Main Course,French,Slow Cooking,Hard,48,126,174,11,244,4.8,"onion, butter, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Michael Hernandez,2024-07-28,False,False,False,True,False,True,True,False
261,Traditional Italian Beverage,Beverage,Italian,Microwaving,Easy,9,102,111,7,458,4.4,"onion, juice, coffee, alcohol, soda, tea, water, lemon, tomatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Justin Villa,2023-12-06,False,False,True,True,False,False,False,False
262,Korean Dinner,Dinner,Korean,Steaming,Easy,14,141,155,4,171,3.6,"butter, oil, salt, beef, rice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kara Johnson,2024-10-14,True,False,False,True,True,False,True,False
263,Traditional Japanese Breakfast,Breakfast,Japanese,Steaming,Hard,9,168,177,12,233,4.0,"oil, salt, pepper, eggs, milk",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Benjamin Cruz,2024-12-04,True,False,False,True,True,True,False,False
264,Classic Chinese Appetizer,Appetizer,Chinese,Sautéing,Hard,31,30,61,8,217,4.9,"garlic, pepper, butter, crackers, olives, bread, dips, cheese, nuts, carrots, bell peppers, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Bonnie Davis,2024-08-27,False,False,False,True,False,True,True,False
265,Homestyle Vietnamese Appetizer,Appetizer,Vietnamese,Boiling,Easy,30,107,137,4,515,5.0,"pepper, oil, onion, nuts, cheese, dips, olives, crackers, bread, spices, mushrooms",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Samuel Ibarra,2024-08-27,True,False,True,True,True,True,True,False
266,Korean Lunch,Lunch,Korean,Steaming,Hard,24,84,108,10,584,4.2,"pepper, salt, chicken, pasta, rice, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,David Sanchez,2024-10-12,False,False,False,True,True,True,True,False
267,Traditional Spanish Salad,Salad,Spanish,Boiling,Easy,51,148,199,1,498,4.3,"oil, onion, garlic, lettuce, tomatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Keith Castillo,2024-07-16,True,False,True,False,False,True,True,False
268,Homestyle Italian Main Course,Main Course,Italian,Microwaving,Medium,52,163,215,4,415,3.3,"oil, vegetables, pasta, chicken, rice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jessica York,2025-07-27,False,False,False,False,True,True,True,False
269,Traditional Thai Appetizer,Appetizer,Thai,Slow Cooking,Hard,26,123,149,3,366,4.3,"butter, pepper, crackers, nuts, bread, cheese, olives, dips, bell peppers, herbs, lemon, onions",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Margaret Johnson,2025-05-16,True,True,True,True,False,True,True,False
270,Authentic Mediterranean Snack,Snack,Mediterranean,Frying,Easy,49,161,210,7,371,4.6,"salt, rice, chicken, fish, pasta, beef, vegetables, lemon, potatoes, tomatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Michael Hoover,2025-05-02,True,False,False,False,False,True,False,False
271,Vietnamese Beverage,Beverage,Vietnamese,Slow Cooking,Hard,56,12,68,2,585,3.9,"garlic, oil, pepper, soda, tea, coffee",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Nicole Johnston,2023-11-17,True,True,True,False,True,False,False,False
272,Homestyle Italian Dessert,Dessert,Italian,Baking,Easy,50,67,117,4,475,4.6,"oil, salt, garlic, flour, fruits, sugar, chocolate",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Claire Stephenson,2024-08-10,False,True,True,False,True,True,False,True
273,Classic Chinese Soup,Soup,Chinese,Raw,Easy,53,54,107,11,506,3.8,"salt, beans, broth, meat, grains, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,William Saunders,2025-04-14,False,True,True,False,False,True,True,False
274,Homestyle Vietnamese Dessert,Dessert,Vietnamese,Sautéing,Medium,16,165,181,10,586,4.3,"salt, pepper, eggs, fruits",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Arthur Evans,2025-03-27,False,False,True,True,True,False,True,True
275,Classic Vietnamese Snack,Snack,Vietnamese,Grilling,Hard,6,113,119,10,479,3.3,"oil, butter, onion",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Carrie Green,2023-10-20,True,False,False,True,False,True,False,True
276,Mediterranean Dinner,Dinner,Mediterranean,Microwaving,Easy,54,21,75,12,499,3.5,"onion, oil, garlic, fish, vegetables, pasta, chicken, beef, rice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tammy White,2025-09-09,False,True,False,True,True,True,True,False
277,Classic American Main Course,Main Course,American,Steaming,Medium,41,101,142,8,625,4.5,"pepper, salt, garlic, beef, pasta, rice, fish, chicken, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Justin Padilla,2024-04-10,True,True,True,False,False,True,True,True
278,Authentic Greek Appetizer,Appetizer,Greek,Boiling,Hard,51,99,150,2,615,4.9,"salt, crackers, dips",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Carmen Howe,2024-05-28,True,False,True,True,True,True,True,False
279,Traditional Mexican Lunch,Lunch,Mexican,Frying,Easy,7,81,88,7,334,4.9,"onion, pepper, butter, rice, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Julia Ramirez,2025-08-31,False,False,False,False,True,True,True,False
280,Authentic Chinese Soup,Soup,Chinese,Baking,Hard,18,34,52,1,714,3.9,"salt, butter, vegetables, broth, grains, herbs, meat, beans, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Hunter Lin,2025-06-15,False,True,False,True,True,True,True,False
281,Authentic Italian Main Course,Main Course,Italian,Sautéing,Medium,14,112,126,6,334,4.9,"onion, salt, pepper, chicken, rice, vegetables, fish, pasta, beef, lime, lemon, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Amy Martinez,2024-01-18,True,True,False,False,True,True,True,True
282,Authentic Italian Appetizer,Appetizer,Italian,Slow Cooking,Medium,12,66,78,2,447,4.3,"garlic, pepper, butter",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Denise Hernandez,2025-09-08,False,False,True,False,False,True,True,False
283,Authentic American Breakfast,Breakfast,American,Sautéing,Medium,6,124,130,12,532,3.2,"butter, eggs, toast, bacon, cereal",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kelly Velasquez,2024-12-25,False,True,False,False,True,True,False,False
284,Traditional Italian Breakfast,Breakfast,Italian,Grilling,Medium,52,70,122,5,457,4.2,"onion, oil, salt, fruits, cereal, eggs, bacon, milk, toast",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kathleen Lamb,2025-08-20,True,True,False,False,True,True,False,True
285,Italian Beverage,Beverage,Italian,Steaming,Medium,57,17,74,8,175,5.0,"butter, juice, coffee, soda, alcohol, water, tea, mushrooms, potatoes, lime, spinach",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jennifer Taylor,2025-02-08,True,False,False,False,False,True,True,False
286,Traditional French Appetizer,Appetizer,French,Microwaving,Medium,41,174,215,6,524,3.7,"butter, olives, cheese",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Robert White,2024-02-23,True,True,False,False,False,True,True,False
287,Classic Korean Dinner,Dinner,Korean,Boiling,Easy,27,94,121,9,757,4.3,"pepper, pasta, beef, chicken, fish, vegetables, rice, spinach, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Alexis Nichols MD,2024-10-16,False,True,False,True,True,False,True,False
288,Greek Soup,Soup,Greek,Microwaving,Hard,14,124,138,11,758,4.8,"garlic, grains, herbs, broth, meat, beans, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Larry Johnson,2024-02-22,False,True,False,True,False,True,True,False
289,Authentic Middle Eastern Main Course,Main Course,Middle Eastern,Microwaving,Medium,44,99,143,6,621,4.5,"oil, pepper, fish, pasta, beef",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Steven Carter,2024-01-12,False,False,True,True,False,True,True,False
290,Traditional American Snack,Snack,American,Sautéing,Medium,36,34,70,9,622,4.7,"pepper, oil, garlic, chicken, vegetables, beef, pasta, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Boil water and cook pasta according to package directions. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Lucas Gallegos,2025-09-09,False,False,True,True,True,False,False,False
291,Classic Italian Dessert,Dessert,Italian,Grilling,Easy,10,18,28,11,370,4.4,"butter, sugar, fruits, chocolate, eggs, flour, cream, spices",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Matthew Sharp,2024-12-08,False,False,False,False,False,False,True,True
292,Traditional Japanese Main Course,Main Course,Japanese,Boiling,Medium,45,180,225,7,768,3.3,"oil, onion, garlic, rice, fish, chicken, beef, pasta, vegetables, potatoes, spinach",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Cheryl Carter,2024-01-29,False,True,False,True,True,True,True,False
293,Japanese Lunch,Lunch,Japanese,Baking,Easy,14,129,143,4,531,3.7,"pepper, oil, fish, chicken, pasta, rice, vegetables, beef, potatoes",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Philip Thomas,2024-01-04,True,False,True,True,True,True,True,True
294,Homestyle American Appetizer,Appetizer,American,Roasting,Medium,29,11,40,6,416,3.2,"oil, olives, nuts, cheese",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Thomas Charles,2024-08-18,True,True,True,True,False,True,True,False
295,Homestyle American Beverage,Beverage,American,Roasting,Medium,13,104,117,12,581,3.7,"onion, salt, butter, coffee, juice, tea, alcohol, water, soda, lime, onions",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Robert Morgan,2024-02-24,False,False,False,True,True,False,True,False
296,Classic Thai Soup,Soup,Thai,Raw,Easy,51,65,116,7,408,4.2,"salt, broth, beans, grains, herbs, vegetables, meat, mushrooms",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,William Howe,2024-02-26,True,False,False,True,True,True,True,False
297,Classic Mexican Dessert,Dessert,Mexican,Raw,Hard,30,45,75,10,560,4.5,"pepper, oil, sugar",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Karen Mercado,2024-05-16,True,False,True,True,False,True,False,True
298,Homestyle French Lunch,Lunch,French,Frying,Medium,38,159,197,7,337,4.6,"oil, pepper, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Gina Taylor,2024-12-12,False,True,False,False,True,True,False,False
299,Greek Soup,Soup,Greek,Sautéing,Medium,54,118,172,5,330,4.9,"salt, butter, oil, grains, vegetables, meat, herbs, beans, broth, potatoes, carrots, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Timothy Fox,2024-05-10,False,True,False,True,False,True,True,False
300,Authentic Indian Dessert,Dessert,Indian,Sautéing,Easy,26,99,125,9,769,4.1,"onion, sugar, flour, fruits, cream, eggs, chocolate, spinach",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Ann Rogers,2024-05-04,False,False,True,False,False,False,False,True
301,Homestyle Thai Snack,Snack,Thai,Frying,Hard,27,105,132,3,217,5.0,"pepper, butter, oil, fish, beef, rice, chicken, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Sarah Carlson,2023-10-19,False,False,False,False,False,True,True,False
